time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2023-10-14 17:39:00.014 UTC, ,125,3160277,1184,14424, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,22,10, , , , , , , , , , , , , ,2608,2, ,1684, , , , ,2653,246513774592,42,42, , , , , ,1,41, , , , , , , , , , , , , , , , , , , , , , , , , ,2653, ,1697305139008, , , , ,3145728,2608, , ,18,0, , , ,2, , , ,3, , , , ,18, ,2048,1, , , , ,100891,29, , , , , , , , , , ,27242496, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-14 17:39:25.146 UTC, ,125,3165021,1312,19168, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,2,1,5, ,5,4, , , , , , , , , , , , , ,2608,2, ,1684, , , , ,2653,246513774592,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2653, ,1697305139008, , , , ,3145728,2608, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29339648, , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2023-10-14 17:40:04.672 UTC, ,125,3160277,1184,14424, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,22,10, , , , , , , , , , , , , ,2608,2, ,1684, , , , ,2653,246513774592,42,42, , , , , ,1,41, , , , , , , , , , , , , , , , , , , , , , , , , ,2653, ,1697305203871, , , , ,3145728,2608, , ,18,0, , , ,2, , , ,3, , , , ,18, ,2048,1, , , , ,100891,29, , , , , , , , , , ,27242496, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-14 17:40:23.914 UTC, ,125,3165021,1312,19168, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,2,1,5, ,5,4, , , , , , , , , , , , , ,2608,2, ,1684, , , , ,2653,246513774592,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2653, ,1697305203871, , , , ,3145728,2608, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29339648, , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2023-10-14 17:41:03.956 UTC, ,125,3160277,1184,14424, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,22,10, , , , , , , , , , , , , ,2608,2, ,1684, , , , ,2653,246513774592,42,42, , , , , ,1,41, , , , , , , , , , , , , , , , , , , , , , , , , ,2653, ,1697305263360, , , , ,3145728,2608, , ,18,0, , , ,2, , , ,3, , , , ,18, ,2048,1, , , , ,100891,29, , , , , , , , , , ,27242496, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-14 17:41:18.681 UTC, ,125,3165021,1312,19168, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,2,1,5, ,5,4, , , , , , , , , , , , , ,2608,2, ,1684, , , , ,2653,246513774592,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2653, ,1697305263360, , , , ,3145728,2608, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29339648, , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2023-10-14 17:42:01.005 UTC, ,125,3160277,1184,14424, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,22,10, , , , , , , , , , , , , ,2608,2, ,1684, , , , ,2653,246513774592,42,42, , , , , ,1,41, , , , , , , , , , , , , , , , , , , , , , , , , ,2653, ,1697305320430, , , , ,3145728,2608, , ,18,0, , , ,2, , , ,3, , , , ,18, ,2048,1, , , , ,100891,29, , , , , , , , , , ,27242496, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-14 17:42:29.138 UTC, ,125,3165021,1312,19168, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,2,1,5, ,5,4, , , , , , , , , , , , , ,2608,2, ,1684, , , , ,2653,246513774592,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2653, ,1697305320430, , , , ,3145728,2608, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29339648, , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2023-10-14 17:43:05.534 UTC, ,125,3160277,1184,14424, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,22,10, , , , , , , , , , , , , ,2608,2, ,1684, , , , ,2653,246513774592,42,42, , , , , ,1,41, , , , , , , , , , , , , , , , , , , , , , , , , ,2653, ,1697305384641, , , , ,3145728,2608, , ,18,0, , , ,2, , , ,3, , , , ,18, ,2048,1, , , , ,100891,29, , , , , , , , , , ,27242496, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-14 17:43:09.168 UTC, ,125,3165021,1312,19168, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,2,1,5, ,5,4, , , , , , , , , , , , , ,2608,2, ,1684, , , , ,2653,246513774592,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2653, ,1697305384641, , , , ,3145728,2608, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29339648, , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2023-10-14 17:44:03.097 UTC, ,125,3160277,1184,14424, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,22,10, , , , , , , , , , , , , ,2608,2, ,1684, , , , ,2653,246513770496,42,42, , , , , ,1,41, , , , , , , , , , , , , , , , , , , , , , , , , ,2653, ,1697305442337, , , , ,3145728,2608, , ,18,0, , , ,2, , , ,3, , , , ,18, ,2048,1, , , , ,100891,29, , , , , , , , , , ,27242496, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-14 17:45:03.106 UTC, ,125,3168373,1416,22296,224, ,5, ,5,1,0.20, , , , , , , ,5,5, , , ,2,1,7, ,5,4, , , , , , , , , , , , , ,2608,2, ,1684, , , , ,2883,246513770496,44,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2883, ,1697305442337, , , , ,3145728,2856, , ,6,7,1,10,1,3,1, , ,3,2, , , ,6,1, , , , , , ,10411,9,230,1, , , , , , , , ,29339648, , , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , , 
2023-10-14 17:45:31.518 UTC, ,125,3168149,1416,22296, , ,5, , , , , , , , , , , ,5,5, , , ,2,1,7, , , , , , , , , , , , , , , , ,2608,2, ,1684, , , , ,2883,246513770496,44,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2883, ,1697305442337, , , , ,3145728,2856, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29339648, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-14 17:47:18.676 UTC, ,125,3162013,1416,16160, , ,3, ,25,3,0.12, , , , , , , ,3,3, ,2, ,2,1,4, ,25,12, , , , , , , , , , , , , ,3457,3, ,2936, , , , ,3502,246513770496,39,39, , , , , ,1,52, , , , , , , , , , , , , , , , , , , , , , , , , ,3502, ,1697305638090, , , , ,3145728,3457, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101011,31, , , , , , , , , , ,27242496, , , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-14 17:47:35.554 UTC, ,125,3168285,1416,22432, , ,5, ,6,2,0.33, , , , , , , ,5,5, , , ,2,2,6, ,5,3, , , , , , , , , , , , , ,3457,3, ,2936, , , , ,3502,246513770496,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3502, ,1697305638090, , , , ,3145728,3457, , ,7,0, , , ,1, , , ,3, , , , ,7,1, , , , , , ,10382,8, , , , , , , , , , ,29339648, , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , 
2023-10-14 19:56:24.456 UTC, ,125,3162013,1416,16160, , ,3, ,25,3,0.12, , , , , , , ,3,3, ,2, ,2,1,4, ,25,12, , , , , , , , , , , , , ,3457,3, ,2936, , , , ,3502,246513770496,39,39, , , , , ,1,52, , , , , , , , , , , , , , , , , , , , , , , , , ,3502, ,1697313383918, , , , ,3145728,3457, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101011,31, , , , , , , , , , ,27242496, , , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-14 19:56:48.183 UTC, ,125,3166293,1544,20440, , ,4, ,6,1,0.17, , , , , , , ,4,4, , , ,2,1,5, ,2,1, , , , , , , , , , , , , ,3457,3, ,2936, , , , ,3502,246513770496,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3502, ,1697313383918, , , , ,3145728,3725, , ,3,8,2,19,2,3,2, , ,3,3, , , ,3,1, , , , , , ,10279,6,250,2, , , , , , , , ,29339648, , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , 
2023-10-14 19:59:47.555 UTC, ,125,3162069,1416,16216, , ,3,1,25,3,0.12, , , , , , , ,3,3, ,2,1,2,1,4, ,27,13, , , , , , , , , , , , , ,4710,4, ,3805, , , , ,4755,246513758208,35,35, , , , , ,1,68, , , , , , , , , , , , , , , , , , , , , , , , , ,4755, ,1697313587033, , , , ,3145728,4710, , ,22,0, , , ,2, , , ,3, , , , ,22, ,2048,1, , , , ,103155,33, , , , , , , , , , ,27242496, , , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-14 20:00:33.218 UTC, ,589,3166709,1416,20392, , ,4, ,13,1,0.08, , , , , , , ,4,4, , , ,2,2,5, ,12,4, , , , , , , , , , , , , ,4710,4, ,3805, , , , ,4975,246513758208,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4975, ,1697313587033, , , , ,3145728,4946, , ,6,8,2,22,2,3,2, , ,3,4, , , ,6,1, , , , , , ,10406,9,220,3, , , , , , , , ,31436800, , , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,1,1, , , , , , , 
2023-10-14 20:00:44.188 UTC, ,125,3162093,1416,16240, , ,3,2,25,3,0.12, , , , , , , ,3,3, ,2,2,2,1,4, ,29,14, , , , , , , , , , , , , ,5900,5, ,5028, , , , ,5945,246513758208,28,28, , , , , ,1,84, , , , , , , , , , , , , , , , , , , , , , , , , ,5945, ,1697313643310, , , , ,3145728,5900, , ,24,0, , , ,2, , , ,3, , , , ,24, ,2048,1, , , , ,105306,35, , , , , , , , , , ,27242496, , , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-14 20:01:44.199 UTC, ,125,3169725,1648,23648,224, ,5, ,11,1,0.09, , , , , , , ,5,5, , , ,2,2,6, ,5,1, , , , , , , , , , , , , ,5900,5, ,5028, , , , ,6460,246513758208,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6460, ,1697313643310, , , , ,3145728,6433, , ,3,8,5,34,5,3,5, , ,3,7, , , ,3,1, , , , , , ,10279,6,515,5, , , , , , , , ,29339648, , , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , ,1, , , , , , , , 
2023-10-14 20:02:44.206 UTC, ,125,3169725,1648,23648,224, ,5, ,2, , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,5900,5, ,5028, , , , ,6460,246513758208,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6460, ,1697313643310, , , , ,3145728,6433, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29339648, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3, , , , , , , , , 
2023-10-14 20:03:28.918 UTC, ,125,3169501,1648,23648, , ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,5900,5, ,5028, , , , ,6460,246513758208,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6460, ,1697313643310, , , , ,3145728,6433, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29339648, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-14 20:05:45.835 UTC, ,125,3163365,1648,17512, , ,3,1,32,3,0.09, , , , , , , ,3,3, ,2,1,2,1,4, ,37,16, , , , , , , , , , , , , ,7668,6, ,6513, , , , ,7713,246513758208,26,26, , , , , ,1,108, , , , , , , , , , , , , , , , , , , , , , , , , ,7713, ,1697313945278, , , , ,3145728,7668, , ,25,0, , , ,2, , , ,3, , , , ,25, ,2048,1, , , , ,103406,36, , , , , , , , , , ,27242496, , , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-14 20:06:13.547 UTC, ,125,3169581,1648,23728, , ,5, ,7,2,0.29, , , , , , , ,5,5, , , ,2,2,6, ,5,3, , , , , , , , , , , , , ,7668,6, ,6513, , , , ,7713,246513758208,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7713, ,1697313945278, , , , ,3145728,7668, , ,7,0, , , ,1, , , ,3, , , , ,7,1, , , , , , ,10372,8, , , , , , , , , , ,29339648, , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , , , , , 
